ts,beam_id,power,wave,pulse,err,date,shift,laser_type,status
1623014277,99,35.47585,51.985916,0.8131872,0,2021-06-06 21:17:57,day,Excimer,OK
1623025535,8,31.868847,93.40082,0.5957634,0,2021-06-07 00:25:35,night,Diode,OK
1623083490,9,72.32816,27.118021,7.129587,0,2021-06-07 16:31:30,day,Excimer,OK
1623093682,28,68.51844,84.21382,4.5021935,0,2021-06-07 19:21:22,day,Diode,OK
1623114480,70,77.93824,34.79639,3.0182552,0,2021-06-08 01:08:00,night,CO2,OK
1623119458,86,46.89347,71.63691,13.338889,0,2021-06-08 02:30:58,night,Nd:YAG,OK
1623133416,11,55.494392,72.63766,8.387027,0,2021-06-08 06:23:36,morning,Nd:YAG,OK
1623133609,80,32.011707,59.42535,0.9400879,0,2021-06-08 06:26:49,morning,CO2,OK
1623134967,4,34.77244,66.803116,24.017607,0,2021-06-08 06:49:27,morning,Excimer,OK
1623141535,42,26.916117,70.113266,10.317588,0,2021-06-08 08:38:55,morning,Fiber,OK
1623180174,75,57.90838,67.47751,10.981898,0,2021-06-08 19:22:54,day,CO2,OK
1623188315,57,74.83615,17.98264,18.00341,0,2021-06-08 21:38:35,day,Fiber,OK
1623204879,42,54.25281,21.564634,20.40994,0,2021-06-09 02:14:39,night,Fiber,OK
1623207061,27,22.459549,62.455086,6.75105,0,2021-06-09 02:51:01,night,Fiber,OK
1623209029,31,53.19509,79.55151,4.864693,0,2021-06-09 03:23:49,night,Nd:YAG,OK
1623218931,39,42.848564,39.996258,6.5943556,0,2021-06-09 06:08:51,morning,Excimer,OK
1623240275,55,66.41658,60.26119,2.161037,0,2021-06-09 12:04:35,morning,CO2,OK
1623241365,36,54.76734,65.86519,5.5199866,0,2021-06-09 12:22:45,morning,Nd:YAG,OK
1623242079,41,82.20452,83.338356,1.9501336,0,2021-06-09 12:34:39,morning,Nd:YAG,OK
1623258138,98,43.97434,72.813965,16.096111,0,2021-06-09 17:02:18,day,Diode,OK
1623270585,41,48.87992,18.32447,7.1152067,0,2021-06-09 20:29:45,day,Nd:YAG,OK
1623276991,27,79.97807,50.78262,4.6013618,0,2021-06-09 22:16:31,night,Fiber,OK
1623283468,12,31.456535,301.90652,2.9115922,0,2021-06-10 00:04:28,night,Fiber,OK
1623290448,75,22.09298,62.432747,8.606913,0,2021-06-10 02:00:48,night,CO2,OK
1623305771,16,83.5214,78.75266,3.807695,0,2021-06-10 06:16:11,morning,Nd:YAG,OK
1623323477,17,52.20564,67.53016,0.05196906,0,2021-06-10 11:11:17,morning,Fiber,OK
1623341248,35,22.051039,88.275764,8.563332,0,2021-06-10 16:07:28,day,CO2,OK
1623342447,9,80.62467,33.678356,13.550066,0,2021-06-10 16:27:27,day,Excimer,OK
1623368199,79,52.853233,86.62948,5.7040176,0,2021-06-10 23:36:39,night,Excimer,OK
1623371332,16,99.43889,49.174923,11.240043,0,2021-06-11 00:28:52,night,Nd:YAG,OK
1623372298,78,15.02665,44.839214,25.043684,0,2021-06-11 00:44:58,night,Diode,OK
1623386305,58,79.29886,34.15683,3.3427906,0,2021-06-11 04:38:25,night,Diode,OK
1623391251,60,52.923153,33.26308,0.022772595,0,2021-06-11 06:00:51,morning,CO2,OK
1623417281,54,88.386795,20.684774,7.4631658,0,2021-06-11 13:14:41,morning,Excimer,OK
1623420196,31,58.691196,69.968,15.575364,0,2021-06-11 14:03:16,day,Nd:YAG,OK
1623423076,24,13.492786,87.37957,7.35128,0,2021-06-11 14:51:16,day,Excimer,OK
1623428859,81,71.69231,89.863785,0.91767526,0,2021-06-11 16:27:39,day,Nd:YAG,OK
1623436614,21,44.120594,80.34866,12.749611,0,2021-06-11 18:36:54,day,Nd:YAG,OK
1623455157,48,31.573536,67.982506,0.87601113,0,2021-06-11 23:45:57,night,Diode,OK
1623463460,36,18.186897,66.7643,7.2058115,0,2021-06-12 02:04:20,night,Nd:YAG,OK
1623473539,97,58.541885,59.25592,7.60141,0,2021-06-12 04:52:19,night,Fiber,OK
1623530715,0,72.3327,2.3762984,2.402187,0,2021-06-12 20:45:15,day,CO2,OK
1623533154,3,71.495026,48.0992,106.48267,0,2021-06-12 21:25:54,day,Diode,OK
1623534410,49,65.23473,63.6286,7.1615205,0,2021-06-12 21:46:50,day,Excimer,OK
1623551383,3,81.02363,32.45571,113.74446,0,2021-06-13 02:29:43,night,Diode,ERROR
1623558850,40,234.41348,64.10809,3.4862707,0,2021-06-13 04:34:10,night,CO2,WARNING
1623586085,2,68.43505,350.1628,10.906091,0,2021-06-13 12:08:05,morning,Fiber,OK
1623610163,25,17.56548,51.235344,0.5517294,0,2021-06-13 18:49:23,day,CO2,OK
1623630670,12,48.344467,23.811945,5.2774734,0,2021-06-14 00:31:10,night,Fiber,OK
1623631273,73,54.219494,28.549911,10.212563,0,2021-06-14 00:41:13,night,Diode,OK
1623646260,54,24.963453,46.450745,14.327757,0,2021-06-14 04:51:00,night,Excimer,OK
1623674889,71,43.733345,36.17653,6.7297597,0,2021-06-14 12:48:09,morning,Nd:YAG,OK
1623675620,46,68.72339,84.79526,2.0960119,0,2021-06-14 13:00:20,morning,Nd:YAG,OK
1623684312,37,73.73421,44.02237,10.406047,0,2021-06-14 15:25:12,day,Fiber,OK
1623686901,22,61.98407,94.21249,25.288866,0,2021-06-14 16:08:21,day,Fiber,OK
1623691657,47,68.56794,47.8402,9.146293,0,2021-06-14 17:27:37,day,Fiber,OK
1623696126,1,71.8626,79.67297,4.7238364,0,2021-06-14 18:42:06,day,Nd:YAG,OK
1623712364,3,30.53953,56.991203,13.916575,0,2021-06-14 23:12:44,night,Diode,OK
1623722129,56,37.64178,51.646584,4.4014773,0,2021-06-15 01:55:29,night,Nd:YAG,ERROR
1623723375,19,6.89815,16.27721,10.324924,0,2021-06-15 02:16:15,night,Excimer,WARNING
1623736950,96,11.695901,50.55654,22.984867,0,2021-06-15 06:02:30,morning,Nd:YAG,OK
1623778404,7,41.474113,95.11722,11.164045,0,2021-06-15 17:33:24,day,Fiber,OK
1623862635,88,60.06826,70.46388,0.44523272,0,2021-06-16 16:57:15,day,Diode,OK
1623891505,9,39.43092,362.84525,0.41207203,0,2021-06-17 00:58:25,night,Excimer,OK
1623905412,47,50.164776,66.67267,6.1596437,0,2021-06-17 04:50:12,night,Fiber,OK
1623912583,70,68.42047,76.74811,3.0120146,0,2021-06-17 06:49:43,morning,CO2,OK
1623914612,53,74.41516,51.922295,13.39327,0,2021-06-17 07:23:32,morning,Diode,OK
1623918141,98,65.686775,41.66003,9.377959,0,2021-06-17 08:22:21,morning,Diode,OK
1623926897,72,287.5203,33.363827,2.9338295,0,2021-06-17 10:48:17,morning,Fiber,WARNING
1623940495,15,81.870125,68.73233,3.6557996,0,2021-06-17 14:34:55,day,CO2,OK
1623941295,35,48.49769,52.193867,11.839847,0,2021-06-17 14:48:15,day,CO2,OK
1623964858,66,19.83003,18.111336,73.69701,0,2021-06-17 21:20:58,day,Nd:YAG,OK
1624013156,90,24.04409,75.83625,7.242309,0,2021-06-18 10:45:56,morning,CO2,OK
1624020746,5,71.62181,40.020798,77.23749,0,2021-06-18 12:52:26,morning,CO2,OK
1624076901,68,72.42951,19.137032,1.43742,0,2021-06-19 04:28:21,night,Diode,OK
1624079513,98,31.675234,85.970634,4.851343,0,2021-06-19 05:11:53,night,Diode,OK
1624084577,98,30.55337,62.599808,4.288621,0,2021-06-19 06:36:17,morning,Diode,OK
1624109729,79,238.37115,27.518913,18.483793,0,2021-06-19 13:35:29,morning,Excimer,WARNING
1624123980,76,30.472097,44.636585,13.614052,0,2021-06-19 17:33:00,day,Nd:YAG,OK
1624206730,58,56.99173,64.58026,13.787142,0,2021-06-20 16:32:10,day,Diode,OK
1624211276,67,50.524696,51.888485,0.21748818,0,2021-06-20 17:47:56,day,Fiber,OK
1624223336,28,67.7927,98.30844,0.15328124,0,2021-06-20 21:08:56,day,Diode,OK
1624229941,61,20.58745,65.93704,3.0326152,0,2021-06-20 22:59:01,night,Nd:YAG,OK
1624246577,4,25.836384,28.52417,3.0021539,0,2021-06-21 03:36:17,night,Excimer,OK
1624249081,50,73.38623,40.72163,6.0926247,0,2021-06-21 04:18:01,night,CO2,OK
1624251326,79,8.972553,123.01613,6.3535576,0,2021-06-21 04:55:26,night,Excimer,WARNING
1624253793,22,51.76601,61.463703,20.69462,0,2021-06-21 05:36:33,night,Fiber,OK
1624271988,18,26.04593,28.461088,10.465085,0,2021-06-21 10:39:48,morning,Diode,OK
1624276890,70,51.64009,42.586872,4.38803,0,2021-06-21 12:01:30,morning,CO2,OK
1624280962,88,43.62035,43.273407,5.816213,0,2021-06-21 13:09:22,morning,Diode,OK
1624300661,22,320.41537,97.230965,6.7970824,0,2021-06-21 18:37:41,day,Fiber,WARNING
1624307730,5,36.993088,39.830124,5.0378876,0,2021-06-21 20:35:30,day,CO2,OK
1624337559,82,37.072876,38.221043,2.9550486,0,2021-06-22 04:52:39,night,Fiber,OK
1624382524,33,58.63377,55.29924,1.2490731,0,2021-06-22 17:22:04,day,Diode,OK
1624405804,36,68.035355,10.083523,18.698168,0,2021-06-22 23:50:04,night,Nd:YAG,OK
1624414168,15,51.154305,51.397526,143.80394,0,2021-06-23 02:09:28,night,CO2,OK
1624425758,10,67.94744,27.660982,3.847642,0,2021-06-23 05:22:38,night,CO2,OK
1624488191,97,28.523409,32.557106,5.0326033,0,2021-06-23 22:43:11,night,Fiber,OK
1624526015,0,74.44512,100.28189,10.986983,0,2021-06-24 09:13:35,morning,CO2,OK
1624539002,62,14.76061,42.16206,8.515097,0,2021-06-24 12:50:02,morning,Fiber,OK
1624655092,73,45.689842,300.3588,7.1146617,0,2021-06-25 21:04:52,day,Diode,OK
1624691755,1,49.3204,24.165525,7.4386253,0,2021-06-26 07:15:55,morning,Nd:YAG,OK
1624693757,96,51.761215,0.5845275,6.6783447,0,2021-06-26 07:49:17,morning,Nd:YAG,OK
1624718632,57,69.33443,29.640036,11.521116,0,2021-06-26 14:43:52,day,Fiber,OK
1624765435,39,60.76404,44.012173,0.76537126,0,2021-06-27 03:43:55,night,Excimer,OK
1624773804,27,54.976997,27.884516,3.0462258,0,2021-06-27 06:03:24,morning,Fiber,OK
1624782031,0,61.419376,27.669624,3.9374025,0,2021-06-27 08:20:31,morning,CO2,OK
1624791287,41,89.01302,18.6088,3.45134,0,2021-06-27 10:54:47,morning,Nd:YAG,OK
1624803153,27,49.589497,7.0291233,12.88388,0,2021-06-27 14:12:33,day,Fiber,OK
1624817097,72,50.813015,24.32008,7.4335003,0,2021-06-27 18:04:57,day,Fiber,OK
1624845562,45,57.24404,69.93112,2.6571906,0,2021-06-28 01:59:22,night,CO2,OK
1624885430,84,16.83806,33.2992,7.8202753,0,2021-06-28 13:03:50,morning,Excimer,OK
1624904959,23,42.937756,56.383842,4.3916197,0,2021-06-28 18:29:19,day,Diode,OK
1624916579,15,40.014454,52.840855,14.162759,0,2021-06-28 21:42:59,day,CO2,OK
1624916976,44,40.78123,81.48916,5.1695256,0,2021-06-28 21:49:36,day,Excimer,OK
1624920493,63,40.25423,65.432014,3.4014008,0,2021-06-28 22:48:13,night,Diode,OK
1624924098,67,67.67939,47.831116,30.036606,0,2021-06-28 23:48:18,night,Fiber,OK
1624926115,6,32.653355,95.13959,0.70210165,0,2021-06-29 00:21:55,night,Nd:YAG,ERROR
1624937095,35,56.81614,7.761595,3.6420643,0,2021-06-29 03:24:55,night,CO2,OK
1624951740,76,55.977093,258.89542,14.092212,0,2021-06-29 07:29:00,morning,Nd:YAG,OK
1624990335,12,20.606411,100.38199,7.152565,0,2021-06-29 18:12:15,day,Fiber,OK
1625052838,51,63.4624,46.524235,6.2642846,0,2021-06-30 11:33:58,morning,Nd:YAG,OK
1625063885,85,63.6922,55.435364,7.0380745,0,2021-06-30 14:38:05,day,CO2,OK
1625076980,59,47.785538,80.08744,29.39452,0,2021-06-30 18:16:20,day,Excimer,OK
1625106403,16,81.9509,63.10303,10.158542,0,2021-07-01 02:26:43,night,Nd:YAG,OK
1625168114,86,81.03737,56.629787,1.0630277,0,2021-07-01 19:35:14,day,Nd:YAG,OK
1625193116,82,49.960854,322.86923,17.580162,0,2021-07-02 02:31:56,night,Fiber,OK
1625196417,32,6.6943545,45.972378,23.62038,0,2021-07-02 03:26:57,night,Fiber,WARNING
1625197024,79,58.87177,40.103554,92.3874,0,2021-07-02 03:37:04,night,Excimer,OK
1625219026,59,35.979412,70.66702,0.65872717,0,2021-07-02 09:43:46,morning,Excimer,OK
1625221885,18,74.68489,90.63907,19.209768,0,2021-07-02 10:31:25,morning,Diode,OK
1625237385,14,85.75215,44.743923,5.914943,0,2021-07-02 14:49:45,day,Excimer,OK
1625246532,87,59.979862,63.109608,1.8773001,0,2021-07-02 17:22:12,day,Fiber,OK
1625251644,32,0.42202514,69.40935,0.121384755,0,2021-07-02 18:47:24,day,Fiber,WARNING
1625268056,40,74.00814,45.415268,14.297005,0,2021-07-02 23:20:56,night,CO2,OK
1625275074,8,33.37479,89.29552,1.942293,0,2021-07-03 01:17:54,night,Diode,OK
1625283704,5,37.53017,9.341883,8.224467,0,2021-07-03 03:41:44,night,CO2,OK
1625305787,4,58.863384,64.44521,7.7995768,0,2021-07-03 09:49:47,morning,Excimer,OK
1625308521,27,262.26358,54.608242,4.343492,0,2021-07-03 10:35:21,morning,Fiber,WARNING
1625314066,41,47.029114,79.578255,2.056422,0,2021-07-03 12:07:46,morning,Nd:YAG,OK
1625316725,7,58.889084,47.34662,16.748428,0,2021-07-03 12:52:05,morning,Fiber,OK
1625348621,53,75.42673,50.090385,7.6907964,0,2021-07-03 21:43:41,day,Diode,OK
1625354380,76,99.6863,63.67524,4.905903,0,2021-07-03 23:19:40,night,Nd:YAG,OK
1625370277,68,34.186993,48.262184,0.8241344,0,2021-07-04 03:44:37,night,Diode,OK
1625404656,57,41.198082,73.622536,10.2283,0,2021-07-04 13:17:36,morning,Fiber,OK
1625421754,78,53.68068,88.79112,10.444051,0,2021-07-04 18:02:34,day,Diode,OK
1625465472,94,62.571068,64.70899,2.0473502,0,2021-07-05 06:11:12,morning,Excimer,OK
1625521182,32,33.661438,62.37143,0.40290585,0,2021-07-05 21:39:42,day,Fiber,OK
1625526605,26,39.736256,18.522034,3.413008,0,2021-07-05 23:10:05,night,Nd:YAG,OK
1625536604,80,49.079113,62.19222,15.408972,0,2021-07-06 01:56:44,night,CO2,OK
1625548858,67,346.53784,58.017563,1.9408032,0,2021-07-06 05:20:58,night,Fiber,WARNING
1625571801,11,66.8431,64.12008,3.8095295,0,2021-07-06 11:43:21,morning,Nd:YAG,OK
1625598517,32,71.4602,21.413801,0.77962077,0,2021-07-06 19:08:37,day,Fiber,OK
1625621345,74,21.054806,65.79964,4.170296,0,2021-07-07 01:29:05,night,Excimer,OK
1625630923,76,47.62061,47.2968,0.79042834,0,2021-07-07 04:08:43,night,Nd:YAG,OK
1625631458,79,77.57284,70.97798,8.9551,0,2021-07-07 04:17:38,night,Excimer,OK
1625633929,28,92.12292,88.17254,3.935059,0,2021-07-07 04:58:49,night,Diode,OK
1625651354,3,21.071041,25.77078,6.274656,0,2021-07-07 09:49:14,morning,Diode,OK
1625656349,16,79.29502,67.67383,1.5584985,0,2021-07-07 11:12:29,morning,Nd:YAG,OK
1625657711,67,17.125784,61.13536,19.248383,0,2021-07-07 11:35:11,morning,Fiber,OK
1625658026,72,43.77607,6.031789,2.0114772,0,2021-07-07 11:40:26,morning,Fiber,OK
1625698589,76,15.223693,110.06588,9.112979,0,2021-07-07 22:56:29,night,Nd:YAG,OK
1625707396,72,66.77012,46.819714,9.422244,0,2021-07-08 01:23:16,night,Fiber,OK
1625742383,71,67.10288,394.8954,3.6365573,0,2021-07-08 11:06:23,morning,Nd:YAG,OK
1625746278,66,29.035843,37.19527,4.6938605,0,2021-07-08 12:11:18,morning,Nd:YAG,OK
1625760604,94,59.892624,95.64813,6.7806244,0,2021-07-08 16:10:04,day,Excimer,OK
1625778724,93,34.24944,50.907856,8.120109,0,2021-07-08 21:12:04,day,Diode,OK
1625806687,54,72.961205,54.19774,11.781297,0,2021-07-09 04:58:07,night,Excimer,OK
1625818528,99,46.304157,62.164593,90.7408,0,2021-07-09 08:15:28,morning,Excimer,OK
1625821866,0,51.83194,48.26118,9.655654,0,2021-07-09 09:11:06,morning,CO2,OK
1625844040,45,81.68114,51.998844,12.583297,0,2021-07-09 15:20:40,day,CO2,OK
1625846566,83,28.188044,34.936333,7.591295,0,2021-07-09 16:02:46,day,Diode,OK
1625854026,27,48.523376,29.928347,12.948705,0,2021-07-09 18:07:06,day,Fiber,OK
1625881090,31,67.45174,34.04072,10.50608,0,2021-07-10 01:38:10,night,Nd:YAG,OK
1625901876,21,31.571547,56.029198,8.269372,0,2021-07-10 07:24:36,morning,Nd:YAG,OK
1625912236,12,47.00536,85.29875,10.137522,0,2021-07-10 10:17:16,morning,Fiber,OK
1625914123,83,92.54454,113.62974,18.44338,0,2021-07-10 10:48:43,morning,Diode,OK
1625914811,28,85.978546,25.445469,0.6421222,0,2021-07-10 11:00:11,morning,Diode,OK
1625920002,43,65.59674,62.869865,30.053114,0,2021-07-10 12:26:42,morning,Diode,OK
1625940203,39,49.98866,51.41859,118.4672,0,2021-07-10 18:03:23,day,Excimer,OK
1625948597,96,55.009296,35.81938,8.733061,0,2021-07-10 20:23:17,day,Nd:YAG,OK
1625976191,69,42.246708,15.0499115,6.1658397,0,2021-07-11 04:03:11,night,Excimer,OK
1625982110,51,60.34719,64.498695,0.8736145,0,2021-07-11 05:41:50,night,Nd:YAG,OK
1625982790,86,25.699606,46.26466,12.888001,0,2021-07-11 05:53:10,night,Nd:YAG,OK
1626004058,57,48.08452,39.73515,2.598484,0,2021-07-11 11:47:38,morning,Fiber,OK
1626012017,9,81.66415,38.66166,4.518282,0,2021-07-11 14:00:17,day,Excimer,OK
1626041470,25,50.654427,94.20284,10.523229,0,2021-07-11 22:11:10,night,CO2,OK
1626042961,7,29.381641,113.74078,5.080878,0,2021-07-11 22:36:01,night,Fiber,OK
1626046012,1,40.674023,49.75307,6.6730394,0,2021-07-11 23:26:52,night,Nd:YAG,OK
1626051531,31,21.54101,94.29011,4.7044,0,2021-07-12 00:58:51,night,Nd:YAG,OK
1626063243,49,42.463604,11.408626,4.7114067,0,2021-07-12 04:14:03,night,Excimer,OK
1626080461,82,40.872383,328.94,10.340668,0,2021-07-12 09:01:01,morning,Fiber,OK
1626104470,39,35.742134,18.703283,15.007538,0,2021-07-12 15:41:10,day,Excimer,OK
1626116700,71,90.91566,17.067514,141.57318,0,2021-07-12 19:05:00,day,Nd:YAG,OK
1626120566,73,18.699146,82.94943,9.772781,0,2021-07-12 20:09:26,day,Diode,OK
1626152431,72,82.837425,28.149956,15.496354,0,2021-07-13 05:00:31,night,Fiber,OK
1626155226,46,66.27827,30.829477,1.688985,0,2021-07-13 05:47:06,night,Nd:YAG,OK
1626172964,70,56.85493,45.73458,12.557021,0,2021-07-13 10:42:44,morning,CO2,OK
1626218999,14,82.24231,12.711056,20.970076,0,2021-07-13 23:29:59,night,Excimer,OK
1626229237,94,66.84773,17.629873,13.859639,0,2021-07-14 02:20:37,night,Excimer,OK
1626255040,17,60.68355,37.18257,1.3415017,0,2021-07-14 09:30:40,morning,Fiber,OK
1626257877,8,52.84873,51.959305,4.012724,0,2021-07-14 10:17:57,morning,Diode,OK
1626272641,45,43.362644,67.24246,5.1981797,0,2021-07-14 14:24:01,day,CO2,OK
1626291919,7,67.96545,48.77348,10.184989,0,2021-07-14 19:45:19,day,Fiber,OK
1626329394,98,64.59729,14.406965,1.0453157,0,2021-07-15 06:09:54,morning,Diode,OK
1626344143,9,49.414497,34.86131,3.6929078,0,2021-07-15 10:15:43,morning,Excimer,OK
1626344399,91,3.616422,35.518238,5.6387167,0,2021-07-15 10:19:59,morning,Nd:YAG,WARNING
1626386463,0,73.63409,79.91349,10.848795,0,2021-07-15 22:01:03,night,CO2,OK
1626391441,78,395.6072,65.12042,4.6664047,0,2021-07-15 23:24:01,night,Diode,WARNING
1626411707,67,94.45004,24.589903,16.653913,0,2021-07-16 05:01:47,night,Fiber,OK
1626417210,38,29.615534,10.234343,22.62201,0,2021-07-16 06:33:30,morning,Diode,OK
1626474625,31,47.185986,62.3074,3.8623598,0,2021-07-16 22:30:25,night,Nd:YAG,OK
1626485246,6,60.752567,38.67441,2.1715593,0,2021-07-17 01:27:26,night,Nd:YAG,OK
1626500799,51,36.412476,59.921375,6.5059485,0,2021-07-17 05:46:39,night,Nd:YAG,OK
1626511438,64,275.05078,39.154892,7.848927,0,2021-07-17 08:43:58,morning,Excimer,WARNING
1626511701,32,47.289734,66.14237,10.438252,0,2021-07-17 08:48:21,morning,Fiber,OK
1626522276,17,74.69306,23.006124,0.1545846,0,2021-07-17 11:44:36,morning,Fiber,OK
1626556317,80,58.201004,48.263588,6.9616017,0,2021-07-17 21:11:57,day,CO2,OK
1626597034,12,68.05372,100.82046,3.897468,0,2021-07-18 08:30:34,morning,Fiber,OK
1626604934,96,97.931786,66.57957,4.6979403,0,2021-07-18 10:42:14,morning,Nd:YAG,OK
1626606776,42,49.079422,78.157166,22.101562,0,2021-07-18 11:12:56,morning,Fiber,OK
1626618665,16,23.172752,49.579758,9.817198,0,2021-07-18 14:31:05,day,Nd:YAG,OK
1626642426,27,56.572006,43.361397,5.0936255,0,2021-07-18 21:07:06,day,Fiber,OK
1626664671,73,29.997978,84.97142,4.577335,0,2021-07-19 03:17:51,night,Diode,OK
1626669101,47,31.846523,85.2243,4.252453,0,2021-07-19 04:31:41,night,Fiber,OK
1626681498,10,34.14795,32.716408,5.741318,0,2021-07-19 07:58:18,morning,CO2,OK
1626699814,81,60.981632,55.403572,134.09923,0,2021-07-19 13:03:34,morning,Nd:YAG,OK
1626703115,44,27.433504,8.541457,11.581012,0,2021-07-19 13:58:35,morning,Excimer,OK
1626703182,23,81.1456,43.3259,9.742245,0,2021-07-19 13:59:42,morning,Diode,OK
1626705236,86,35.94824,68.914406,2.0216682,0,2021-07-19 14:33:56,day,Nd:YAG,OK
1626712971,66,55.238266,89.32068,0.42625117,0,2021-07-19 16:42:51,day,Nd:YAG,OK
1626717652,29,74.73868,85.7032,8.050885,0,2021-07-19 18:00:52,day,Excimer,OK
1626741670,66,57.540646,56.85478,3.1302078,0,2021-07-20 00:41:10,night,Nd:YAG,OK
1626746003,80,88.39203,56.322872,6.3315263,0,2021-07-20 01:53:23,night,CO2,OK
1626748011,59,39.04605,55.962196,0.64051795,0,2021-07-20 02:26:51,night,Excimer,OK
1626763581,3,43.793312,12.266861,0.6291612,0,2021-07-20 06:46:21,morning,Diode,OK
1626766194,3,39.83526,75.364624,5.4565415,0,2021-07-20 07:29:54,morning,Diode,OK
1626774876,63,108.44704,16.049381,14.965179,0,2021-07-20 09:54:36,morning,Diode,WARNING
1626782356,24,110.76997,1.6642765,18.460766,0,2021-07-20 11:59:16,morning,Excimer,WARNING
1626786381,14,43.328125,40.36688,4.9860787,0,2021-07-20 13:06:21,morning,Excimer,OK
1626827368,54,36.79744,94.510544,146.1941,0,2021-07-21 00:29:28,night,Excimer,OK
1627002068,85,69.43024,74.606514,25.693598,0,2021-07-23 01:01:08,night,CO2,OK
1627019730,19,70.825,65.87312,2.76709,0,2021-07-23 05:55:30,night,Excimer,OK
1627097850,76,71.41599,61.67642,20.445232,0,2021-07-24 03:37:30,night,Nd:YAG,OK
1627129086,41,65.65556,20.525618,2.1194441,0,2021-07-24 12:18:06,morning,Nd:YAG,OK
1627129850,33,58.691093,17.806932,19.266218,0,2021-07-24 12:30:50,morning,Diode,OK
1627135790,55,56.688297,45.255733,9.170393,0,2021-07-24 14:09:50,day,CO2,OK
1627166826,44,40.694008,18.705297,5.1575956,0,2021-07-24 22:47:06,night,Excimer,OK
1627174942,48,37.987125,19.204756,10.103713,0,2021-07-25 01:02:22,night,Diode,OK
1627176198,4,12.56252,64.029274,3.5503817,0,2021-07-25 01:23:18,night,Excimer,OK
1627176914,42,56.558968,103.13,1.4224467,0,2021-07-25 01:35:14,night,Fiber,OK
1627214466,9,36.64597,51.738125,8.912839,0,2021-07-25 12:01:06,morning,Excimer,OK
1627234866,49,82.29608,87.833725,12.781643,0,2021-07-25 17:41:06,day,Excimer,OK
1627244699,71,8.777533,79.44811,1.5240861,0,2021-07-25 20:24:59,day,Nd:YAG,WARNING
1627272434,72,61.652073,87.6223,5.038282,0,2021-07-26 04:07:14,night,Fiber,OK
1627280549,80,52.64287,66.51614,12.422624,0,2021-07-26 06:22:29,morning,CO2,OK
1627290008,70,38.63835,30.809732,2.7627745,0,2021-07-26 09:00:08,morning,CO2,OK
1627348211,66,56.828506,91.24348,8.022333,0,2021-07-27 01:10:11,night,Nd:YAG,OK
1627357390,75,110.507416,54.152405,12.39414,0,2021-07-27 03:43:10,night,CO2,WARNING
1627382185,81,78.92887,23.235527,5.433886,0,2021-07-27 10:36:25,morning,Nd:YAG,OK
1627401535,33,25.057512,96.969894,0.19939612,0,2021-07-27 15:58:55,day,Diode,OK
1627441004,7,68.87187,48.841866,10.295538,0,2021-07-28 02:56:44,night,Fiber,OK
1627448961,13,97.75597,26.732832,14.669853,0,2021-07-28 05:09:21,night,Diode,OK
1627467353,74,18.29871,73.075745,11.180089,0,2021-07-28 10:15:53,morning,Excimer,OK
1627499311,38,9.116963,81.44876,9.259545,0,2021-07-28 19:08:31,day,Diode,WARNING
1627501233,45,39.84902,59.98205,14.922017,0,2021-07-28 19:40:33,day,CO2,OK
1627514856,75,53.02312,29.086025,14.6080265,0,2021-07-28 23:27:36,night,CO2,OK
1627515572,3,41.747414,33.983017,0.0016698482,0,2021-07-28 23:39:32,night,Diode,OK
1627543125,4,66.15476,66.48996,16.655916,0,2021-07-29 07:18:45,morning,Excimer,OK
1627551432,72,69.50036,44.42384,12.2058,0,2021-07-29 09:37:12,morning,Fiber,OK
1627551562,23,45.345673,60.532333,8.556118,0,2021-07-29 09:39:22,morning,Diode,OK
1627564347,99,66.027466,24.769255,16.896006,0,2021-07-29 13:12:27,morning,Excimer,OK
1627591657,50,62.592964,77.7199,9.909538,0,2021-07-29 20:47:37,day,CO2,OK
1627602631,6,424.80264,33.5637,1.0857247,0,2021-07-29 23:50:31,night,Nd:YAG,WARNING
1627613499,41,78.08363,49.934704,9.723582,0,2021-07-30 02:51:39,night,Nd:YAG,OK
1627617310,99,46.346466,79.66842,8.527513,0,2021-07-30 03:55:10,night,Excimer,OK
1627629994,95,61.795944,89.92212,12.715164,0,2021-07-30 07:26:34,morning,CO2,OK
1627635185,62,23.286886,50.56829,0.5529885,0,2021-07-30 08:53:05,morning,Fiber,OK
1627660347,30,97.51722,37.793922,13.0589905,0,2021-07-30 15:52:27,day,CO2,OK
1627672161,18,106.89863,38.058304,14.87621,0,2021-07-30 19:09:21,day,Diode,WARNING
1627674115,69,44.908455,12.967239,0.17351384,0,2021-07-30 19:41:55,day,Excimer,OK
1627694935,32,58.58369,81.18723,10.348102,0,2021-07-31 01:28:55,night,Fiber,OK
1627708138,78,51.30494,22.310314,0.79806876,0,2021-07-31 05:08:58,night,Diode,OK
1627737833,98,99.86529,43.419334,70.38595,0,2021-07-31 13:23:53,morning,Diode,OK
1627793939,32,23.31383,4.634382,23.203478,0,2021-08-01 04:58:59,night,Fiber,OK
1627806838,3,42.256165,71.95914,5.905641,0,2021-08-01 08:33:58,morning,Diode,OK
1627831988,37,49.88647,29.607698,4.5942335,0,2021-08-01 15:33:08,day,Fiber,OK
1627836577,52,62.68908,58.377075,15.976341,0,2021-08-01 16:49:37,day,Fiber,OK
1627838806,81,76.07193,112.1032,115.52188,0,2021-08-01 17:26:46,day,Nd:YAG,OK
